hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
理解,lǐ jiě,to comprehend; to understand,เข้าใจ,16,4,เข้าใจ,
的话,de huà,if,ถ้า...(ลงท้ายประโยคเงื่อนไข),16,3,ถ้า...(ลงท้ายประโยคเงื่อนไข),
睡眠,shuì mián,sleep; to sleep,การนอนหลับ,16,5,การนอนหลับ,
石头,shí tou,stone,ก้อนหิน,16,5,ก้อนหิน,
答案,dá àn,answer; solution,"คำตอบ, เฉลย",16,4,"คำตอบ, เฉลย",
精彩,jīng cǎi,wonderful; marvelous,"ยอดเยี่ยม, น่าตื่นตาตื่นใจ",16,4,"ยอดเยี่ยม, น่าตื่นตาตื่นใจ",
表明,biǎo míng,to make clear; to make known,"แสดงให้เห็น, บ่งบอก",16,5,"แสดงให้เห็น, บ่งบอก",
见,jiàn,to see; to meet,"เห็น, พบ",16,1,"เห็น, พบ",
规定,guī dìng,to stipulate; regulations,"กฎ, ข้อกำหนด; กำหนด",16,4,"กฎ, ข้อกำหนด; กำหนด",
讨论,tǎo lùn,to discuss; to talk over,"อภิปราย, ถกเถียง",16,4,"อภิปราย, ถกเถียง",
记,jì,to remember; to record,จำ; บันทึก,16,3,จำ; บันทึก,
路,lù,road; way,"ถนน, ทาง",16,2,"ถนน, ทาง",
踢,tī,to kick,เตะ,16,2,เตะ,
达到,dá dào,to reach; to achieve,"บรรลุ, ไปถึง",16,5,"บรรลุ, ไปถึง",
过去,guò qù,in the past; former,อดีต; ผ่านไป,16,3,อดีต; ผ่านไป,
造成,zào chéng,to bring about; to create,"ก่อให้เกิด, ทำให้เกิด",16,5,"ก่อให้เกิด, ทำให้เกิด",
高兴,gāo xìng,happy; glad,"ดีใจ, มีความสุข",16,1,"ดีใจ, มีความสุข",
中文,zhōng wén,Chinese language,ภาษาจีน,15,3,ภาษาจีน,
以上,yǐ shàng,that level or higher; that amount or more,"ขึ้นไป, มากกว่านี้; ข้างต้น",15,4,"ขึ้นไป, มากกว่านี้; ข้างต้น",
以后,yǐ hòu,after; later,"ภายหลัง, ต่อไป, หลังจากนี้",15,3,"หลังจากนี้, ภายหลัง",
作家,zuò jiā,author,นักเขียน,15,4,นักเขียน,
作者,zuò zhě,author; writer,"ผู้เขียน, ผู้แต่ง",15,4,"ผู้เขียน, ผู้แต่ง",
保护,bǎo hù,to protect; to defend,"ปกป้อง, คุ้มครอง",15,4,"ปกป้อง, คุ้มครอง",
保持,bǎo chí,to keep; to maintain,"รักษาไว้, คงไว้",15,5,"รักษาไว้, คงไว้",
公共汽车,gōng gòng qì chē,bus,"รถเมล์, รถประจำทาง",15,2,"รถเมล์, รถประจำทาง",
关键,guān jiàn,crucial point; crux,"จุดสำคัญ, กุญแจสำคัญ",15,4,"จุดสำคัญ, กุญแจสำคัญ",
准确,zhǔn què,accurate; exact,"แม่นยำ, ถูกต้องแน่นอน",15,4,"แม่นยำ, ถูกต้องแน่นอน",
创造,chuàng zào,to create; to bring about,"สร้างสรรค์, สร้าง",15,5,"สร้างสรรค์, สร้าง",
加班,jiā bān,to work overtime,"ทำงานล่วงเวลา, โอที",15,4,"ทำงานล่วงเวลา, โอที",
及,jí,and; to reach,"และ; ถึง, ทัน",15,4,"และ; ถึง, ทัน",
反对,fǎn duì,to oppose; to be against,"คัดค้าน, ต่อต้าน",15,4,"คัดค้าน, ต่อต้าน",
咖啡,kā fēi,loanword coffee,กาแฟ,15,2,กาแฟ,
咸,xián,salty,เค็ม,15,4,เค็ม,
哭泣,kū qì,to weep,"ร้องไห้, สะอื้น",15,6,"ร้องไห้, สะอื้น",
困难,kùn nán,difficult; challenging,ยากลำบาก; ความยากลำบาก,15,4,ยากลำบาก; ความยากลำบาก,
培养,péi yǎng,to cultivate; to breed,"บ่มเพาะ, ฝึกฝน, เพาะเลี้ยง",15,5,บ่มเพาะ; เพาะเลี้ยง,
声音,shēng yīn,sound; voice,เสียง,15,3,เสียง,
奖金,jiǎng jīn,premium; award money,"เงินรางวัล, โบนัส",15,4,"เงินรางวัล, โบนัส",
好吃,hǎo chī,tasty; delicious,อร่อย,15,2,อร่อย,
婚姻,hūn yīn,marriage; matrimony,"การแต่งงาน, ชีวิตสมรส",15,5,"การแต่งงาน, ชีวิตสมรส",
学校,xué xiào,school,โรงเรียน,15,1,โรงเรียน,
宠物,chǒng wù,house pet,สัตว์เลี้ยง,15,5,สัตว์เลี้ยง,
家庭,jiā tíng,family; household,ครอบครัว,15,5,ครอบครัว,
座位,zuò wèi,seat,ที่นั่ง,15,4,ที่นั่ง,
得意,dé yì,proud of oneself; pleased with oneself,"ภาคภูมิใจ, ลำพองใจ",15,4,"ภาคภูมิใจ, ลำพองใจ",
必须,bì xū,to have to; must,"ต้อง, จำเป็นต้อง",15,3,"ต้อง, จำเป็นต้อง",
想法,xiǎng fǎ,way of thinking; opinion,"ความคิด, มุมมอง",15,4,"ความคิด, มุมมอง",
感动,gǎn dòng,to move; to touch,"ซาบซึ้ง, ประทับใจ",15,4,"ซาบซึ้ง, ประทับใจ",
抽烟,chōu yān,to smoke,สูบบุหรี่,15,4,สูบบุหรี่,
掌握,zhǎng wò,to grasp; to control,"เชี่ยวชาญ, ควบคุม, จับใจความ",15,5,เชี่ยวชาญ; ควบคุม,
接受,jiē shòu,to accept; to acquiesce,"ยอมรับ, รับ",15,4,"ยอมรับ, รับ",
提醒,tí xǐng,to remind; to call attention to,"เตือน, เตือนให้นึกถึง",15,4,"เตือน, เตือนให้นึกถึง",
效果,xiào guǒ,result; effect,"ผล, ประสิทธิผล",15,4,"ผล, ประสิทธิผล",
方面,fāng miàn,respect; aspect,"ด้าน, แง่มุม",15,4,"ด้าน, แง่มุม",
既,jì,already; since; (既…又 both…and),ทั้ง...; ในเมื่อ,15,4,ทั้ง...; ในเมื่อ,
时尚,shí shàng,fashion; fad,"แฟชั่น, ทันสมัย",15,5,"แฟชั่น, ทันสมัย",
最近,zuì jìn,recently; soon,"เร็วๆ นี้, เมื่อเร็วๆ นี้",15,3,"เร็วๆ นี้, เมื่อเร็วๆ นี้",
沟通,gōu tōng,to communicate; to link up,"สื่อสาร, ทำความเข้าใจกัน",15,5,"สื่อสาร, ทำความเข้าใจกัน",
清楚,qīng chǔ,clear; distinct,ชัดเจน,15,3,ชัดเจน,
爸爸,bà bà,father; dad,พ่อ,15,1,พ่อ,
相信,xiāng xìn,to believe,"เชื่อ, เชื่อมั่น",15,3,"เชื่อ, เชื่อมั่น",
看病,kàn bìng,to visit a doctor; to see a patient,ไปหาหมอ; ตรวจรักษา(คนไข้),15,4,ไปหาหมอ; ตรวจรักษา(คนไข้),
看见,kàn jiàn,to see; to catch sight of,"เห็น, มองเห็น",15,1,"เห็น, มองเห็น",
积累,jī lěi,to accumulate; accumulation,สะสม; การสะสม,15,4,สะสม; การสะสม,
空气,kōng qì,air; atmosphere,อากาศ,15,4,อากาศ,
突然,tū rán,sudden; abrupt,"ทันใดนั้น, กะทันหัน",15,3,"ทันใดนั้น, กะทันหัน",
篮球,lán qiú,basketball,บาสเกตบอล,15,2,บาสเกตบอล,
约会,yuē huì,appointment; engagement,"นัดหมาย, เดต",15,4,"นัดหมาย, เดต",
结婚,jié hūn,to marry; to get married,แต่งงาน,15,3,แต่งงาน,
考虑,kǎo lǜ,to think over; to consider,"พิจารณา, คิดทบทวน",15,4,"พิจารณา, คิดทบทวน",
职业,zhí yè,occupation; profession,อาชีพ,15,4,อาชีพ,
联系,lián xì,connection; contact,ติดต่อ; การติดต่อ,15,4,ติดต่อ; การติดต่อ,
航班,háng bān,scheduled flight; sailing,เที่ยวบิน,15,4,เที่ยวบิน,
葡萄,pú táo,grape,องุ่น,15,3,องุ่น,
记者,jì zhě,reporter; journalist,นักข่าว,15,4,นักข่าว,
足球,zú qiú,soccer; football,ฟุตบอล,15,2,ฟุตบอล,
送给,sòng gěi,to send; to give as a present,"มอบให้, ส่งให้",15,3,"มอบให้, ส่งให้",
钥匙,yào shi,key,กุญแจ,15,4,กุญแจ,
青年,qīng nián,youth; youthful years,"คนหนุ่มสาว, เยาวชน",15,5,"คนหนุ่มสาว, เยาวชน",
马上,mǎ shàng,at once; right away,"ทันที, เดี๋ยวนี้",15,3,"ทันที, เดี๋ยวนี้",
丈夫,zhàng fū,husband,สามี,14,2,สามี,
不再,bù zài,no more; no longer,ไม่...อีกต่อไป,14,4,ไม่...อีกต่อไป,
不够,bù gòu,not enough; insufficient,"ไม่พอ, ไม่เพียงพอ",14,4,"ไม่พอ, ไม่เพียงพอ",
专业,zhuān yè,specialty; specialized field,สาขาวิชา; เชี่ยวชาญเฉพาะทาง,14,4,สาขาวิชา; เชี่ยวชาญเฉพาะทาง,
两,liǎng,two; both,สอง,14,2,สอง,
书店,shū diàn,bookstore,ร้านหนังสือ,14,1,ร้านหนังสือ,
些,xiē,some; a few,"บ้าง, จำนวนหนึ่ง",14,1,"บ้าง, จำนวนหนึ่ง",
免费,miǎn fèi,free,"ฟรี, ไม่คิดเงิน",14,4,"ฟรี, ไม่คิดเงิน",
兴奋,xīng fèn,excited; excitement,"ตื่นเต้น, เร้าใจ",14,4,"ตื่นเต้น, เร้าใจ",
农业,nóng yè,agriculture; farming,เกษตรกรรม,14,5,เกษตรกรรม,
刺激,cì jī,to provoke; irritant,"กระตุ้น, เร้า; ตื่นเต้น",14,5,"กระตุ้น, เร้า; ตื่นเต้น",
办公室,bàn gōng shì,office; business premises,"สำนักงาน, ออฟฟิศ",14,3,"สำนักงาน, ออฟฟิศ",
医院,yī yuàn,hospital,โรงพยาบาล,14,1,โรงพยาบาล,
即使,jí shǐ,even if; even though,"ถึงแม้ว่า, แม้ว่า",14,4,"ถึงแม้ว่า, แม้ว่า",
原来,yuán lái,original; former,"เดิมที, ที่แท้; ดั้งเดิม",14,4,เดิมที; ที่แท้,EN-GLOSS-BUG: 'original; former' misses common realization sense 'it turns out'; added ที่แท้
厨师,chú shī,cook; chef,"พ่อครัว, เชฟ",14,6,"พ่อครัว, เชฟ",
取消,qǔ xiāo,to cancel,ยกเลิก,14,5,ยกเลิก,
受,shòu,to receive; to accept,รับ; ได้รับ; ทน,14,4,รับ; ทน,
听到,tīng dào,to hear,ได้ยิน,14,2,ได้ยิน,
吸收,xī shōu,to absorb; to assimilate,"ดูดซับ, ซึมซับ",14,5,"ดูดซับ, ซึมซับ",
哪儿,nǎ ér,where?; wherever,ที่ไหน,14,1,ที่ไหน,
哭,kū,to cry; to weep,ร้องไห้,14,3,ร้องไห้,
商品,shāng pǐn,commodity; goods,สินค้า,14,5,สินค้า,
回忆,huí yì,to recall; memories,"รำลึก, หวนนึก; ความทรงจำ",14,4,"รำลึก, หวนนึก; ความทรงจำ",
大气,dà qì,atmosphere; imposing,บรรยากาศ(โลก); สง่าผ่าเผย,14,6,บรรยากาศ(โลก); สง่าผ่าเผย,
天气,tiān qì,weather,อากาศ,14,1,อากาศ,
如此,rú cǐ,like this; so,"เช่นนี้, ขนาดนี้",14,5,"เช่นนี้, ขนาดนี้",
实现,shí xiàn,to achieve,"ทำให้เป็นจริง, บรรลุ",14,5,"ทำให้เป็นจริง, บรรลุ",
尤其,yóu qí,especially; particularly,โดยเฉพาะอย่างยิ่ง,14,4,โดยเฉพาะอย่างยิ่ง,
常见,cháng jiàn,commonly seen; common,"พบเห็นบ่อย, ที่พบทั่วไป",14,4,"พบเห็นบ่อย, ที่พบทั่วไป",
开车,kāi chē,to drive (a car),ขับรถ,14,3,ขับรถ,
心态,xīn tài,attitude; state of one's psyche,"สภาพจิตใจ, ทัศนคติ",14,5,"สภาพจิตใจ, ทัศนคติ",
志愿者,zhì yuàn zhě,volunteer,อาสาสมัคร,14,5,อาสาสมัคร,
态度,tài dù,manner; bearing,"ท่าที, ทัศนคติ",14,4,"ท่าที, ทัศนคติ",
意义,yì yì,sense; meaning,"ความหมาย, ความสำคัญ",14,5,"ความหมาย, ความสำคัญ",
感到,gǎn dào,to feel; to sense,รู้สึก,14,4,รู้สึก,
拍摄,pāi shè,to take; to shoot,"ถ่ายภาพ, ถ่ายทำ",14,6,"ถ่ายภาพ, ถ่ายทำ",
无聊,wú liáo,bored; boring,น่าเบื่อ; เบื่อ,14,4,น่าเบื่อ; เบื่อ,
明显,míng xiǎn,clear; distinct,"ชัดเจน, เห็นได้ชัด",14,5,"ชัดเจน, เห็นได้ชัด",
有关,yǒu guān,to have something to do with; to relate to,เกี่ยวข้องกับ,14,3,เกี่ยวข้องกับ,
条,tiáo,strip; item,"ลักษณนาม(สิ่งยาวเรียว); ข้อ, รายการ",14,3,"ลักษณนาม(สิ่งยาวเรียว); ข้อ, รายการ",
来到,lái dào,to arrive; to come,มาถึง,14,4,มาถึง,
极,jí,extremely; pole,อย่างยิ่ง; ขั้ว(โลก/ไฟฟ้า),14,4,อย่างยิ่ง; ขั้ว(โลก/ไฟฟ้า),
气候,qì hòu,climate,ภูมิอากาศ,14,4,ภูมิอากาศ,
水果,shuǐ guǒ,fruit,ผลไม้,14,1,ผลไม้,
爱情,ài qíng,romance; love,ความรัก (เชิงชู้สาว),14,4,ความรัก (เชิงชู้สาว),
状态,zhuàng tài,condition; state,"สภาพ, สภาวะ",14,5,"สภาพ, สภาวะ",
理财,lǐ cái,to manage wealth,การบริหารการเงิน,14,5,บริหารการเงิน,
电梯,diàn tī,elevator; escalator,"ลิฟต์, บันไดเลื่อน",14,3,ลิฟต์; บันไดเลื่อน,
留学,liú xué,to study abroad,เรียนต่อต่างประเทศ,14,3,เรียนต่อต่างประเทศ,
眼泪,yǎn lèi,tear; teardrop,น้ำตา,14,6,น้ำตา,
竞争,jìng zhēng,to compete; competition,แข่งขัน; การแข่งขัน,14,4,แข่งขัน; การแข่งขัน,
筷子,kuài zi,chopsticks,ตะเกียบ,14,3,ตะเกียบ,
管理,guǎn lǐ,to supervise; to manage,"บริหาร, จัดการ",14,4,"บริหาร, จัดการ",
类,lèi,kind; type,"ประเภท, ชนิด",14,5,"ประเภท, ชนิด",
聊天儿,liáo tiān ér,to chat; to gossip,"คุยเล่น, แชต",14,3,"คุยเล่น, แชต",
至,zhì,to arrive; most,ถึง; ที่สุด,14,4,ถึง; ที่สุด,
节约,jié yuē,to economize; to conserve,ประหยัด,14,4,ประหยัด,
茶,chá,tea; tea plant,ชา,14,1,ชา,
表达,biǎo dá,to express; to convey,"แสดงออก, สื่อความ",14,4,"แสดงออก, สื่อความ",
诚实,chéng shí,honest,ซื่อสัตย์,14,4,ซื่อสัตย์,
财务,cái wù,financial affairs; finance,"การเงิน, งานการเงิน",14,6,"การเงิน, งานการเงิน",
龙,lóng,dragon,มังกร,14,5,มังกร,
一边,yī biān,one side; either side,ด้านหนึ่ง; ...ไปด้วย,13,3,ด้านหนึ่ง; ...ไปด้วย,
个子,gè zi,stature; height,"ความสูง, รูปร่าง",13,3,"ความสูง, รูปร่าง",
交通,jiāo tōng,to be connected; traffic,การจราจร; การคมนาคม,13,4,การจราจร; การคมนาคม,EN-GLOSS-BUG: lead 'to be connected' is rare/archaic; primary sense is traffic/transport. Thai kept.
从而,cóng ér,thus; thereby,"ดังนั้น, จึง",13,5,"ดังนั้น, จึง",
仔细,zǐ xì,careful; attentive,"ละเอียด, รอบคอบ",13,4,"ละเอียด, รอบคอบ",
他人,tā rén,another person; someone else,"คนอื่น, ผู้อื่น",13,4,"คนอื่น, ผู้อื่น",
任务,rèn wù,mission; assignment,"ภารกิจ, งานที่ได้รับมอบหมาย",13,4,"ภารกิจ, งานที่ได้รับมอบหมาย",
优点,yōu diǎn,merit; benefit,"ข้อดี, จุดเด่น",13,4,"ข้อดี, จุดเด่น",
伤心,shāng xīn,to grieve; to be broken-hearted,"เสียใจ, ช้ำใจ",13,4,"เสียใจ, ช้ำใจ",
促进,cù jìn,to promote; to advance,"ส่งเสริม, ผลักดัน",13,5,"ส่งเสริม, ผลักดัน",
保,bǎo,to protect; to guarantee,"ปกป้อง, รับประกัน, รักษาไว้",13,5,ปกป้อง; รับประกัน,Fixed comma->'; ' (protect vs guarantee are distinct senses); trimmed 3->2.
先生,xiān shēng,teacher; gentleman,"คุณ(ผู้ชาย), นาย; สามี",13,1,"คุณ(ผู้ชาย), นาย; สามี",
关,guān,to close; to turn off; pass,ด่าน; ปิด; ปิด(เครื่อง),13,3,ปิด; ด่าน,"Trimmed 3->2 per 'never three'; ปิด covers close/turn-off, kept ด่าน=pass."
关系,guān xì,relation; relationship,ความสัมพันธ์,13,1,ความสัมพันธ์,
其他,qí tā,other; something or someone else,อื่นๆ,13,3,อื่นๆ,
冷静,lěng jìng,calm; cool-headed,"ใจเย็น, สงบ",13,4,"ใจเย็น, สงบ",
凉快,liáng kuài,pleasantly cool; to cool oneself,เย็นสบาย,13,4,เย็นสบาย,
制作,zhì zuò,to make; to manufacture,"ผลิต, จัดทำ",13,5,"ผลิต, จัดทำ",
力,lì,strength; power,"พลัง, แรง",13,4,"พลัง, แรง",
匹,pǐ,classifier for horses; to match,ลักษณนาม(ม้า/ผ้าเป็นพับ),13,6,ลักษณนาม(ม้า/ผ้าเป็นพับ),
及时,jí shí,timely; at the right time,"ทันเวลา, ทันท่วงที",13,4,"ทันเวลา, ทันท่วงที",
反映,fǎn yìng,to mirror; to reflect,สะท้อน; รายงาน(สะท้อน),13,4,สะท้อน; รายงาน(สะท้อน),
变成,biàn chéng,to change into; to turn into,กลายเป็น,13,3,กลายเป็น,
只能,zhǐ néng,can only; obliged to do something,"ได้แต่, ทำได้เพียง",13,3,"ได้แต่, ทำได้เพียง",
叶子,yè zi,leaf,ใบไม้,13,4,ใบไม้,
合,hé,to close; to join,"ปิด; รวม, ประกบ; เหมาะ",13,4,ปิด; รวม,Trimmed 3->2 per 'never three'; dropped เหมาะ (not in EN).
员工,yuán gōng,staff; personnel,พนักงาน,13,5,พนักงาน,
哪,nǎ,how; which,"ไหน, อันไหน",13,1,"ไหน, อันไหน",
堵车,dǔ chē,traffic jam; of traffic to get congested,รถติด,13,4,รถติด,
塑料袋,sù liào dài,plastic bag,ถุงพลาสติก,13,4,ถุงพลาสติก,
大使馆,dà shǐ guǎn,embassy,สถานทูต,13,4,สถานทูต,
家具,jiā jù,furniture,เฟอร์นิเจอร์,13,4,เฟอร์นิเจอร์,
导致,dǎo zhì,to lead to,"นำไปสู่, ทำให้เกิด",13,5,"นำไปสู่, ทำให้เกิด",
并且,bìng qiě,and,"อีกทั้ง, และ",13,4,"อีกทั้ง, และ",
忙,máng,busy; hurriedly,ยุ่ง,13,2,ยุ่ง,
思维,sī wéi,line of thought; thinking,"ความคิด, การคิด",13,5,"ความคิด, การคิด",
感谢,gǎn xiè,to thank; to be grateful,"ขอบคุณ, สำนึกในบุญคุณ",13,4,"ขอบคุณ, สำนึกในบุญคุณ",
打扮,dǎ bàn,to decorate; to dress,"แต่งตัว, แต่งหน้าแต่งตา",13,4,"แต่งตัว, แต่งหน้าแต่งตา",
护士,hù shì,nurse,พยาบาล,13,4,พยาบาล,
担心,dān xīn,anxious; worried,"เป็นห่วง, กังวล",13,3,"เป็นห่วง, กังวล",
收入,shōu rù,to take in; income,รายได้,13,4,รายได้,
改善,gǎi shàn,to make better; to improve,"ปรับปรุง, ทำให้ดีขึ้น",13,5,"ปรับปรุง, ทำให้ดีขึ้น",
放,fàng,to put; to place,วาง; ใส่; ปล่อย,13,3,วาง; ปล่อย,EN-GLOSS-BUG: 'to put; place' omits very common sense 'to release/let go'(ปล่อย); added as 2nd. Trimmed 3->2.
早上,zǎo shàng,early morning,ตอนเช้า,13,2,ตอนเช้า,
有助于,yǒu zhù yú,to contribute to; to promote,"ช่วยให้, มีส่วนช่วย",13,5,"ช่วยให้, มีส่วนช่วย",
有名,yǒu míng,famous; well-known,"มีชื่อเสียง, โด่งดัง",13,3,"มีชื่อเสียง, โด่งดัง",
树,shù,tree; to cultivate,ต้นไม้,13,3,ต้นไม้,
毕业,bì yè,graduation; to graduate,"จบการศึกษา, สำเร็จการศึกษา",13,4,"จบการศึกษา, สำเร็จการศึกษา",
氧气,yǎng qì,oxygen,ออกซิเจน,13,5,ออกซิเจน,
海水,hǎi shuǐ,seawater,น้ำทะเล,13,4,น้ำทะเล,
激动,jī dòng,to move emotionally; to stir up,"ตื่นเต้น, ตื้นตันใจ",13,4,"ตื่นเต้น, ตื้นตันใจ",
爱好,ài hào,to like; interest,"งานอดิเรก, ความชอบ",13,3,"งานอดิเรก, ความชอบ",
现象,xiàn xiàng,phenomenon; appearance,ปรากฏการณ์,13,5,ปรากฏการณ์,
生病,shēng bìng,to fall ill,"ป่วย, ล้มป่วย",13,2,"ป่วย, ล้มป่วย",
电脑,diàn nǎo,computer,คอมพิวเตอร์,13,1,คอมพิวเตอร์,
痛苦,tòng kǔ,pain; suffering,"ความเจ็บปวด, ความทุกข์ทรมาน",13,5,"ความเจ็บปวด, ความทุกข์ทรมาน",
白色,bái sè,white,สีขาว,13,2,สีขาว,
直接,zhí jiē,direct; immediate,"โดยตรง, ทันที",13,4,"โดยตรง, ทันที",
神,shén,god; deity; spirit,"พระเจ้า, เทพ; จิตใจ",13,5,"พระเจ้า, เทพ; จิตใจ",
离,lí,from; away from,"ห่างจาก, จาก",13,2,"ห่างจาก, จาก",
离开,lí kāi,to depart; to leave,"จากไป, ออกจาก",13,3,"จากไป, ออกจาก",
空间,kōng jiān,space; room,"พื้นที่, ที่ว่าง",13,5,"พื้นที่, ที่ว่าง",
窗户,chuāng hù,window,หน้าต่าง,13,4,หน้าต่าง,
竟然,jìng rán,unexpectedly; to one's surprise,กลับ...(อย่างคาดไม่ถึง),13,4,กลับ...(อย่างคาดไม่ถึง),
签证,qiān zhèng,visa; to issue a visa,วีซ่า,13,4,วีซ่า,
米,mǐ,rice; meter (unit),ข้าว(สาร); เมตร,13,3,ข้าว(สาร); เมตร,
缺乏,quē fá,to lack; to be short of,"ขาดแคลน, ขาด",13,5,"ขาดแคลน, ขาด",
羡慕,xiàn mù,to envy; to admire,"อิจฉา, ชื่นชม",13,4,"อิจฉา, ชื่นชม",
考试,kǎo shì,to take an exam; exam,สอบ; การสอบ,13,2,สอบ; การสอบ,
舒服,shū fú,comfortable; feeling well,สบาย,13,3,สบาย,
设计,shè jì,to design; to plan,ออกแบบ; การออกแบบ,13,5,ออกแบบ; การออกแบบ,
详细,xiáng xì,detailed; in detail,"ละเอียด, โดยละเอียด",13,4,"ละเอียด, โดยละเอียด",
读书,dú shū,to read a book; to study,"อ่านหนังสือ, เรียนหนังสือ",13,3,"อ่านหนังสือ, เรียนหนังสือ",
调查,diào chá,investigation; inquiry,"สำรวจ, สอบสวน; การสำรวจ",13,4,"สำรวจ, สอบสวน; การสำรวจ",
调节,tiáo jié,to adjust; to regulate,"ปรับ, ควบคุม(ให้พอเหมาะ)",13,5,"ปรับ, ควบคุม(ให้พอเหมาะ)",
购物,gòu wù,shopping,"ซื้อของ, ช้อปปิ้ง",13,4,"ซื้อของ, ช้อปปิ้ง",
起飞,qǐ fēi,to take off; to develop rapidly,"(เครื่องบิน) บินขึ้น, ทะยานขึ้น",13,3,"(เครื่องบิน) บินขึ้น, ทะยานขึ้น",
超过,chāo guò,to surpass; to exceed,"เกินกว่า, แซง",13,4,"เกินกว่า, แซง",
距离,jù lí,distance; to be apart from,"ระยะทาง, ระยะห่าง",13,4,"ระยะทาง, ระยะห่าง",
辛苦,xīn kǔ,exhausting; hard,"เหน็ดเหนื่อย, ลำบาก",13,4,"เหน็ดเหนื่อย, ลำบาก",
辣,là,hot; pungent,เผ็ด,13,4,เผ็ด,
远,yuǎn,far; distant,ไกล,13,2,ไกล,
重点,zhòng diǎn,important point; main point,"จุดสำคัญ, จุดเน้น",13,4,"จุดสำคัญ, จุดเน้น",
除了,chú le,apart from,นอกจาก,13,3,นอกจาก,
面对,miàn duì,to face; to confront,"เผชิญหน้า, เผชิญกับ",13,5,"เผชิญหน้า, เผชิญกับ",
饮料,yǐn liào,drink; beverage,เครื่องดื่ม,13,3,เครื่องดื่ม,
饿,è,hungry; to starve,หิว,13,3,หิว,
首先,shǒu xiān,first of all; in the first place,"ก่อนอื่น, อันดับแรก",13,4,"ก่อนอื่น, อันดับแรก",
鸡蛋,jī dàn,chicken egg; hen's egg,ไข่ไก่,13,2,ไข่ไก่,
麻烦,má fán,trouble; inconvenience,"ยุ่งยาก, ลำบาก; รบกวน",13,4,"ยุ่งยาก, ลำบาก; รบกวน",
黑色,hēi sè,black,สีดำ,13,2,สีดำ,
严重,yán zhòng,grave; serious,"ร้ายแรง, รุนแรง",12,4,"ร้ายแรง, รุนแรง",
主任,zhǔ rèn,director; head,"ผู้อำนวยการ, หัวหน้า",12,5,"ผู้อำนวยการ, หัวหน้า",
人体,rén tǐ,human body,ร่างกายมนุษย์,12,4,ร่างกายมนุษย์,
人员,rén yuán,staff; crew,"เจ้าหน้าที่, บุคลากร",12,5,"เจ้าหน้าที่, บุคลากร",
以为,yǐ wéi,to think; to believe,"คิดว่า (เข้าใจผิด), นึกว่า",12,3,"คิดว่า (เข้าใจผิด), นึกว่า",
以前,yǐ qián,before; formerly,"เมื่อก่อน, ก่อนหน้านี้",12,3,"เมื่อก่อน, ก่อนหน้านี้",
价格,jià gé,price,ราคา,12,4,ราคา,
企业,qǐ yè,company; firm,"องค์กร, บริษัท, วิสาหกิจ",12,5,"องค์กร, บริษัท, วิสาหกิจ",
优秀,yōu xiù,outstanding; excellent,"ยอดเยี่ยม, ดีเด่น",12,4,"ยอดเยี่ยม, ดีเด่น",
伤害,shāng hài,to injure; to harm,"ทำร้าย, ทำให้บาดเจ็บ",12,5,"ทำร้าย, ทำให้บาดเจ็บ",
位,wèi,position; location,ลักษณนาม(ท่าน/คน สุภาพ); ตำแหน่ง,12,3,ลักษณนาม(ท่าน/คน สุภาพ); ตำแหน่ง,EN-GLOSS-BUG: EN omits 位's primary use = classifier for people (polite); Thai keeps it as lead.
你们,nǐ men,you,พวกคุณ,12,1,พวกคุณ,
俩,liǎ,two; both,"สองคน, ทั้งคู่",12,4,"สองคน, ทั้งคู่",
做生意,zuò shēng yì,to do business,"ทำธุรกิจ, ค้าขาย",12,4,"ทำธุรกิจ, ค้าขาย",
允许,yǔn xǔ,to permit; to allow,"อนุญาต, ยอมให้",12,4,"อนุญาต, ยอมให้",
光,guāng,light; ray,แสง; (หมด)เกลี้ยง,12,4,แสง; (หมด)เกลี้ยง,
关心,guān xīn,to be concerned about; to care about,"ใส่ใจ, ห่วงใย",12,3,"ใส่ใจ, ห่วงใย",
出差,chū chāi,to go on an official or business trip,"ไปทำงานต่างถิ่น, ไปธุระงาน",12,4,"ไปทำงานต่างถิ่น, ไปธุระงาน",
制,zhì,system; to control,ทำ; ระบบ; ควบคุม,12,6,ระบบ; ควบคุม,"Aligned to EN 'system; control'; dropped ทำ(make), not in EN gloss."
力气,lì qì,physical strength,"แรง, กำลังวังชา",12,4,"แรง, กำลังวังชา",
动作,dòng zuò,movement; motion,"ท่าทาง, การเคลื่อนไหว",12,4,"ท่าทาง, การเคลื่อนไหว",
危险,wēi xiǎn,danger; dangerous,อันตราย,12,4,อันตราย,
发烧,fā shāo,to have a fever; to be a fan (of),"เป็นไข้, ตัวร้อน",12,3,"เป็นไข้, ตัวร้อน",
各种,gè zhǒng,every kind of; all kinds of,"ต่างๆ นานา, ทุกชนิด",12,4,"ต่างๆ นานา, ทุกชนิด",
同学,tóng xué,to study at the same school; fellow student,เพื่อนร่วมชั้น,12,1,เพื่อนร่วมชั้น,
售货员,shòu huò yuán,sales clerk,พนักงานขาย,12,4,พนักงานขาย,
回家,huí jiā,to return home,กลับบ้าน,12,3,กลับบ้าน,
回答,huí dá,to reply; to answer,ตอบ; คำตอบ,12,2,ตอบ; คำตอบ,
